303650,20.2500,136.0000,20.3000,136.0730
362257,24.2500,122.5230,24.3000,123.0000
362306,24.0000,123.4500,24.0500,123.5230
362324,24.1000,123.3000,24.1500,123.3730
362327,24.1000,123.5230,24.1500,124.0000
362335,24.1500,123.3730,24.2000,123.4500
362336,24.1500,123.4500,24.2000,123.5230
362337,24.1500,123.5230,24.2000,124.0000
362345,24.2000,123.3730,24.2500,123.4500
362346,24.2000,123.4500,24.2500,123.5230
362347,24.2000,123.5230,24.2500,124.0000
362350,24.2500,123.0000,24.3000,123.0730
362356,24.2500,123.4500,24.3000,123.5230
362420,24.1000,124.0000,24.1500,124.0730
362430,24.1500,124.0000,24.2000,124.0730
362431,24.1500,124.0730,24.2000,124.1500
362440,24.2000,124.0000,24.2500,124.0730
362441,24.2000,124.0730,24.2500,124.1500
362442,24.2000,124.1500,24.2500,124.2230
362450,24.2500,124.0000,24.3000,124.0730
362451,24.2500,124.0730,24.3000,124.1500
362452,24.2500,124.1500,24.3000,124.2230
362461,24.3000,124.0730,24.3500,124.1500
362462,24.3000,124.1500,24.3500,124.2230
362472,24.3500,124.1500,24.4000,124.2230
362475,24.3500,124.3730,24.4000,124.4500
363151,24.2500,131.0730,24.3000,131.1500
364123,24.1000,141.2230,24.1500,141.3000
365337,24.1500,153.5230,24.2000,154.0000
372405,24.4000,124.3730,24.4500,124.4500
372415,24.4500,124.3730,24.5000,124.4500
372501,24.4000,125.0730,24.4500,125.1500
372502,24.4000,125.1500,24.4500,125.2230
372503,24.4000,125.2230,24.4500,125.3000
372511,24.4500,125.0730,24.5000,125.1500
372512,24.4500,125.1500,24.5000,125.2230
372513,24.4500,125.2230,24.5000,125.3000
372521,24.5000,125.0730,24.5500,125.1500
372522,24.5000,125.1500,24.5500,125.2230
372531,24.5500,125.0730,25.0000,125.1500
372532,24.5500,125.1500,25.0000,125.2230
374102,24.4000,141.1500,24.4500,141.2230
374112,24.4500,141.1500,24.5000,141.2230
374113,24.4500,141.2230,24.5000,141.3000
382343,25.4000,123.2230,25.4500,123.3000
382344,25.4000,123.3000,25.4500,123.3730
382353,25.4500,123.2230,25.5000,123.3000
382354,25.4500,123.3000,25.5000,123.3730
382375,25.5500,123.3730,26.0000,123.4500
382474,25.5500,124.3000,26.0000,124.3730
383151,25.4500,131.0730,25.5000,131.1500
383152,25.4500,131.1500,25.5000,131.2230
383161,25.5000,131.0730,25.5500,131.1500
383162,25.5000,131.1500,25.5500,131.2230
383172,25.5500,131.1500,26.0000,131.2230
384112,25.2500,141.1500,25.3000,141.2230
392636,26.1500,126.4500,26.2000,126.5230
392645,26.2000,126.3730,26.2500,126.4500
392646,26.2000,126.4500,26.2500,126.5230
392647,26.2000,126.5230,26.2500,127.0000
392676,26.3500,126.4500,26.4000,126.5230
392705,26.0000,127.3730,26.0500,127.4500
392711,26.0500,127.0730,26.1000,127.1500
392712,26.0500,127.1500,26.1000,127.2230
392715,26.0500,127.3730,26.1000,127.4500
392716,26.0500,127.4500,26.1000,127.5230
392717,26.0500,127.5230,26.1000,128.0000
392721,26.1000,127.0730,26.1500,127.1500
392722,26.1000,127.1500,26.1500,127.2230
392723,26.1000,127.2230,26.1500,127.3000
392724,26.1000,127.3000,26.1500,127.3730
392725,26.1000,127.3730,26.1500,127.4500
392726,26.1000,127.4500,26.1500,127.5230
392727,26.1000,127.5230,26.1500,128.0000
392732,26.1500,127.1500,26.2000,127.2230
392733,26.1500,127.2230,26.2000,127.3000
392734,26.1500,127.3000,26.2000,127.3730
392735,26.1500,127.3730,26.2000,127.4500
392736,26.1500,127.4500,26.2000,127.5230
392737,26.1500,127.5230,26.2000,128.0000
392740,26.2000,127.0000,26.2500,127.0730
392741,26.2000,127.0730,26.2500,127.1500
392745,26.2000,127.3730,26.2500,127.4500
392746,26.2000,127.4500,26.2500,127.5230
392747,26.2000,127.5230,26.2500,128.0000
392755,26.2500,127.3730,26.3000,127.4500
392756,26.2500,127.4500,26.3000,127.5230
392757,26.2500,127.5230,26.3000,128.0000
392761,26.3000,127.0730,26.3500,127.1500
392766,26.3000,127.4500,26.3500,127.5230
392767,26.3000,127.5230,26.3500,128.0000
392771,26.3500,127.0730,26.4000,127.1500
392776,26.3500,127.4500,26.4000,127.5230
392777,26.3500,127.5230,26.4000,128.0000
392840,26.2000,128.0000,26.2500,128.0730
392850,26.2500,128.0000,26.3000,128.0730
392860,26.3000,128.0000,26.3500,128.0730
392861,26.3000,128.0730,26.3500,128.1500
392870,26.3500,128.0000,26.4000,128.0730
392871,26.3500,128.0730,26.4000,128.1500
392872,26.3500,128.1500,26.4000,128.2230
394261,26.3000,142.0730,26.3500,142.1500
394270,26.3500,142.0000,26.4000,142.0730
394271,26.3500,142.0730,26.4000,142.1500
402705,26.4000,127.3730,26.4500,127.4500
402706,26.4000,127.4500,26.4500,127.5230
402707,26.4000,127.5230,26.4500,128.0000
402727,26.5000,127.5230,26.5500,128.0000
402737,26.5500,127.5230,27.0000,128.0000
402747,27.0000,127.5230,27.0500,128.0000
402757,27.0500,127.5230,27.1000,128.0000
402800,26.4000,128.0000,26.4500,128.0730
402801,26.4000,128.0730,26.4500,128.1500
402802,26.4000,128.1500,26.4500,128.2230
402811,26.4500,128.0730,26.5000,128.1500
402812,26.4500,128.1500,26.5000,128.2230
402821,26.5000,128.0730,26.5500,128.1500
402822,26.5000,128.1500,26.5500,128.2230
402840,27.0000,128.0000,27.0500,128.0730
402843,27.0000,128.2230,27.0500,128.3000
402850,27.0500,128.0000,27.1000,128.0730
402874,27.1500,128.3000,27.2000,128.3730
404066,27.1000,140.4500,27.1500,140.5230
404067,27.1000,140.5230,27.1500,141.0000
404077,27.1500,140.5230,27.2000,141.0000
404200,26.4000,142.0000,26.4500,142.0730
404201,26.4000,142.0730,26.4500,142.1500
404241,27.0000,142.0730,27.0500,142.1500
404251,27.0500,142.0730,27.1000,142.1500
404252,27.0500,142.1500,27.1000,142.2230
404261,27.1000,142.0730,27.1500,142.1500
412804,27.2000,128.3000,27.2500,128.3730
